,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
640,CNDT,Conduent Incorporated,6.45,$1.36B,2016,Miscellaneous,Business Services
1781,MFV,MFS Special Value Trust,6.405,$46M,,,
540,CEN,Center Coast Brookfield MLP & Energy Infrastructur,6.4,$273.59M,2013,,
1643,KTP,Lehman ABS Corporation,6.4,,,Finance,Finance: Consumer Services
659,COE,China Online Education Group,6.4,$130.52M,2016,Consumer Services,Other Consumer Services
411,BPT,BP Prudhoe Bay Royalty Trust,6.39,$136.75M,,Energy,Integrated oil Companies
252,AWP,Aberdeen Global Premier Properties Fund,6.38,$544.9M,2007,,
1135,FSK,FS KKR Capital Corp.,6.33,$3.22B,2014,,
1118,FPH,"Five Point Holdings, LLC",6.3,$932.69M,2017,Finance,Real Estate
1904,MVO,MV Oil Trust,6.28,$72.22M,2007,Energy,Oil & Gas Production
2639,SRF,Cushing Energy Income Fund (The),6.26,$15.49M,2012,,
212,ASG,"Liberty All-Star Growth Fund, Inc.",6.24,$234.29M,,,
1447,IGD,Voya Global Equity Dividend and Premium Opportunity Fund,6.21,$602.85M,2005,,
1026,EVF,Eaton Vance Senior Income Trust,6.21,$235.15M,1998,,
1824,MMT,MFS Multimarket Income Trust,6.14,$394.47M,1987,,
1245,GMZ,Goldman Sachs MLP Income Opportunities Fund,6.1,$271.01M,2013,,
1154,GAB,"Gabelli Equity Trust, Inc. (The)",6.08,$1.56B,1986,,
838,DO,"Diamond Offshore Drilling, Inc.",6.08,$837.18M,1995,Energy,Oil & Gas Production
1427,I,Intelsat S.A.,6.07,$855.87M,2013,Consumer Services,Telecommunications Equipment
1166,GCI,"Gannett Co., Inc.",6.05,$743.43M,2014,Consumer Services,Newspapers/Magazines
383,BKT,BlackRock Income Trust Inc. (The),6.05,$385.97M,,,
3041,WLL,Whiting Petroleum Corporation,6.04,$551.45M,2003,Energy,Oil & Gas Production
2414,RIG,Transocean Ltd.,6.03,$3.69B,,Energy,Oil & Gas Production
2486,SALT,Scorpio Bulkers Inc.,6.01,$435.65M,2013,Transportation,Marine Transportation
135,AM,Antero Midstream Corporation,5.98,$3.01B,2017,Public Utilities,Natural Gas Distribution
2778,TKC,Turkcell Iletisim Hizmetleri AS,5.97,$5.23B,,Public Utilities,Telecommunications Equipment
1076,FGB,First Trust Specialty Finance and Financial Opportunities Fund,5.96,$85.58M,2007,,
1209,GIM,"Templeton Global Income Fund, Inc.",5.93,$795.47M,1988,,
2033,NR,"Newpark Resources, Inc.",5.92,$531.11M,,Energy,Metal Fabrications
2526,SCX,L.S. Starrett Company (The),5.92,$41.15M,,Capital Goods,Industrial Machinery/Components
259,AXR,AMREP Corporation,5.9,$48.01M,,Consumer Services,Newspapers/Magazines
1254,GNT,"GAMCO Natural Resources, Gold & Income Tust ",5.89,$123.07M,2011,,
1192,GFI,Gold Fields Limited,5.89,$4.88B,,Basic Industries,Precious Metals
1516,JBN,Select Asset Inc.,5.8858,,,Finance,Finance: Consumer Services
2838,TSI,"TCW Strategic Income Fund, Inc.",5.85,$278.97M,,,
1003,ESTE,"Earthstone Energy, Inc.",5.84,$377.07M,,Energy,Oil & Gas Production
2300,PRT,PermRock Royalty Trust,5.84,$71.05M,2018,Energy,Oil & Gas Production
2052,NSL,Nuveen Senior Income Fund,5.81,$224.33M,1999,,
1169,GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.8,$108.79M,,,
2699,SXC,"SunCoke Energy, Inc.",5.79,$502.31M,2011,Basic Industries,Steel/Iron Ore
2141,ORC,"Orchid Island Capital, Inc.",5.77,$363.85M,2013,Consumer Services,Real Estate Investment Trusts
913,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),5.77,$252.46M,2007,Public Utilities,Electric Utilities: Central
1358,HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,5.77,,,Finance,Finance: Consumer Services
1517,JBR,Select Asset Inc.,5.75,,,Finance,Finance: Consumer Services
344,BGG,Briggs & Stratton Corporation,5.75,$244.28M,,Energy,Industrial Machinery/Components
1790,MH^A,"Maiden Holdings, Ltd.",5.75,,,,
352,BGY,"BLACKROCK INTERNATIONAL, LTD.",5.74,$615.78M,2007,,
294,BB,BlackBerry Limited,5.72,$3.16B,,Technology,Computer Software: Prepackaged Software
2473,RYB,"RYB Education, Inc.",5.71,$163.37M,2017,Consumer Services,Other Consumer Services
1080,FI,Frank&#39;s International N.V.,5.71,$1.29B,2013,Energy,Oilfield Services/Equipment
1938,NCV,AllianzGI Convertible & Income Fund,5.69,$513.54M,2003,,
2885,UGP,Ultrapar Participacoes S.A.,5.58,$6.06B,,Public Utilities,Oil/Gas Transmission
218,ASX,"ASE Technology Holding Co., Ltd.",5.58,$11.86B,2018,Technology,Semiconductors
304,BBVA,Banco Bilbao Viscaya Argentaria S.A.,5.57,$37.14B,,Finance,Commercial Banks
243,AVP,"Avon Products, Inc.",5.57,$2.47B,,Consumer Non-Durables,Package Goods/Cosmetics
152,AMRX,"Amneal Pharmaceuticals, Inc.",5.56,$1.66B,2018,Health Care,Major Pharmaceuticals
331,BEST,BEST Inc.,5.56,$2.16B,2017,Transportation,Trucking Freight/Courier Services
2648,SSI,"Stage Stores, Inc.",5.54,$160.17M,,Consumer Services,Clothing/Shoe/Accessory Stores
89,AI,Arlington Asset Investment Corp,5.53,$203.26M,,Consumer Services,Real Estate Investment Trusts
968,EOD,Wells Fargo Global Dividend Opportunity Fund,5.5,$242.3M,2007,,
1239,GME,Gamestop Corporation,5.5,$362.57M,2002,Consumer Services,Electronics Distribution
1626,KOS,Kosmos Energy Ltd.,5.49,$2.2B,2011,Energy,Oil & Gas Production
2038,NRT,North European Oil Royality Trust,5.49,$50.46M,,Energy,Oil & Gas Production
1893,MUFG,Mitsubishi UFJ Financial Group Inc,5.47,$70.65B,,Finance,Commercial Banks
960,ENLC,"EnLink Midstream, LLC",5.47,$2.67B,,Public Utilities,Natural Gas Distribution
500,CBO,CBO (Listing Market - NYSE - Networks A/E),5.45,,,,
1548,JMIA,Jumia Technologies AG,5.44,$426.54M,2019,Consumer Services,Catalog/Specialty Distribution
760,CXE,Colonial High Income Municipal Trust,5.43,$171.12M,1989,,
1456,IID,Voya International High Dividend Equity Income Fund,5.41,$45.58M,2007,,
2129,OMI,"Owens & Minor, Inc.",5.4,$339.4M,,Health Care,Medical Specialities
2279,PPT,Putnam Premier Income Trust,5.37,$555.07M,1988,,
1376,HOME,At Home Group Inc.,5.36,$343.61M,2016,Consumer Services,Home Furnishings
62,AGI,Alamos Gold Inc.,5.34,$2.09B,2015,Basic Industries,Precious Metals
2932,VAL,Valaris plc,5.33,$1.06B,,Energy,Oil & Gas Production
172,APHA,Aphria Inc.,5.31,$1.34B,2018,Consumer Durables,Specialty Chemicals
473,CAAP,Corporacion America Airports SA,5.3,$848.12M,2018,Transportation,Aerospace
2200,PEI,Pennsylvania Real Estate Investment Trust,5.29,$410.46M,,Consumer Services,Real Estate Investment Trusts
2777,TK,Teekay Corporation,5.19,$523.07M,,Transportation,Marine Transportation
2478,S,Sprint Corporation,5.19,$21.31B,2013,Public Utilities,Telecommunications Equipment
1792,MH^D,"Maiden Holdings, Ltd.",5.18,,,,
2575,SLCA,"U.S. Silica Holdings, Inc.",5.15,$378.88M,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1791,MH^C,"Maiden Holdings, Ltd.",5.14,,,,
2145,ORN,"Orion Group Holdings, Inc.",5.14,$151.89M,,Basic Industries,Military/Government/Technical
641,CNF,CNFinance Holdings Limited,5.14,$352.51M,2018,Finance,Finance: Consumer Services
1549,JMLP,Nuveen All Cap Energy MLP Opportunities Fund,5.12,$69.12M,2014,,
722,CTK,CooTek (Cayman) Inc.,5.115,$325.34M,2018,Technology,EDP Services
2007,NMR,Nomura Holdings Inc ADR,5.1,$16.01B,,Finance,Investment Bankers/Brokers/Service
1940,NCZ,AllianzGI Convertible & Income Fund II,5.07,$384.95M,2003,,
1355,HIO,"Western Asset High Income Opportunity Fund, Inc.",5.03,$643.59M,,,
1010,ETM,Entercom Communications Corp.,5.02,$672.33M,1999,Consumer Services,Broadcasting
2600,SOGO,Sogou Inc.,5,$1.96B,2017,Technology,EDP Services
498,CBL^D,"CBL & Associates Properties, Inc.",4.99,,,,
3073,WTI,"W&T Offshore, Inc.",4.98,$700.64M,2005,Energy,Oil & Gas Production
1040,EXPR,"Express, Inc.",4.94,$315.7M,2010,Consumer Services,Clothing/Shoe/Accessory Stores
2278,PPR,Voya Prime Rate Trust,4.92,$727.12M,,,
1588,KDMN,"Kadmon Holdings, Inc.",4.85,$629M,2016,Health Care,Major Pharmaceuticals
2920,USX,"U.S. Xpress Enterprises, Inc.",4.85,$237.48M,2018,Transportation,Trucking Freight/Courier Services
637,CMU,Colonial Municipal Income Trust,4.81,$136.24M,1987,,
2082,NWHM,New Home Company Inc. (The),4.73,$95.06M,2014,Capital Goods,Homebuilding
1997,NM,Navios Maritime Holdings Inc.,4.72,$63M,,Transportation,Marine Transportation
499,CBL^E,"CBL & Associates Properties, Inc.",4.72,,,,
958,ENIC,Enel Chile S.A.,4.72,$6.53B,2016,Public Utilities,Electric Utilities: Central
2235,PIM,Putnam Master Intermediate Income Trust,4.7,$243.44M,1988,,
9,ABEV,Ambev S.A.,4.67,$73.46B,2013,Consumer Non-Durables,Beverages (Production/Distribution)
2390,RES,"RPC, Inc.",4.65,$997.42M,,Energy,Oilfield Services/Equipment
1256,GNW,Genworth Financial Inc,4.64,$2.34B,2004,Finance,Life Insurance
295,BBAR,Banco BBVA Argentina S.A.,4.64,$947.58M,,Finance,Commercial Banks
542,CEPU,Central Puerto S.A.,4.64,$698.4M,2018,Public Utilities,Electric Utilities: Central
40,AEG,Aegon NV,4.63,$9.3B,,Finance,Life Insurance
306,BBX,BBX Capital Corporation,4.62,$423.99M,2017,Finance,Real Estate
1784,MGF,MFS Government Markets Income Trust,4.58,$149.31M,1987,,
2973,VOC,VOC Energy Trust,4.55,$77.35M,2011,Energy,Oil & Gas Production
1437,ICL,Israel Chemicals Shs,4.55,$5.83B,2014,Basic Industries,Agricultural Chemicals
605,CLNY,"Colony Capital, Inc.",4.54,$2.21B,2014,Consumer Services,Real Estate Investment Trusts
2353,QD,Qudian Inc.,4.54,$1.27B,2017,Finance,Finance: Consumer Services
847,DRD,DRDGOLD Limited,4.53,$311.19M,,Basic Industries,Precious Metals
2455,RRC,Range Resources Corporation,4.53,$1.14B,,Energy,Oil & Gas Production
654,CO,Global Cord Blood Corporation,4.51,$548.2M,,Finance,Business Services
239,AVH,Avianca Holdings S.A.,4.5,$560.81M,2013,Transportation,Air Freight/Delivery Services
3103,YRD,Yiren Digital Ltd.,4.5,$424.11M,2015,Finance,Finance: Consumer Services
1696,LND,Brasilagro Cia Brasileira De Propriedades Agricolas,4.4463,$239.22M,,Consumer Non-Durables,Farming/Seeds/Milling
1194,GGB,Gerdau S.A.,4.42,$7.5B,,Capital Goods,Steel/Iron Ore
679,CPE,Callon Petroleum Company,4.4,$1B,,Energy,Oil & Gas Production
900,ECA,Encana Corporation,4.4,$5.72B,,Energy,Oil & Gas Production
401,BNED,"Barnes & Noble Education, Inc",4.35,$210.09M,2015,Consumer Services,Other Specialty Stores
2174,PBI,Pitney Bowes Inc.,4.32,$738.06M,,Miscellaneous,Office Equipment/Supplies/Services
2363,QUAD,"Quad Graphics, Inc",4.29,$226.5M,,Miscellaneous,Publishing
1602,KGC,Kinross Gold Corporation,4.28,$5.36B,,Basic Industries,Precious Metals
56,AFI,"Armstrong Flooring, Inc.",4.26,$91.59M,2016,Consumer Non-Durables,Plastic Products
945,ELVT,"Elevate Credit, Inc.",4.26,$188.11M,2017,Finance,Finance: Consumer Services
1188,GER,Goldman Sachs MLP Energy Renaissance Fund,4.26,$338.56M,1986,,
1923,NAT,Nordic American Tankers Limited,4.23,$603.23M,,Consumer Services,Marine Transportation
705,CSS,"CSS Industries, Inc.",4.19,$37.21M,,Consumer Services,Consumer: Greeting Cards
2488,SAN,"Banco Santander, S.A.",4.15,$68.97B,,Finance,Commercial Banks
2783,TLRD,"Tailored Brands, Inc.",4.12,$199.5M,,Consumer Services,Clothing/Shoe/Accessory Stores
2989,VVR,Invesco Senior Income Trust,4.12,$741.75M,1998,,
2406,RFP,Resolute Forest Products Inc.,4.11,$367.45M,,Basic Industries,Paper
1165,GCAP,"GAIN Capital Holdings, Inc.",4.1,$153.46M,2010,Finance,Investment Bankers/Brokers/Service
2527,SD,"SandRidge Energy, Inc.",4.09,$146.32M,2016,Energy,Oil & Gas Production
2132,ONDK,"On Deck Capital, Inc.",4.09,$293.87M,2014,Finance,Finance: Consumer Services
1491,IRR,Voya Natural Resources Equity Income Fund,4.07,$92.54M,,,
1989,NL,"NL Industries, Inc.",4.06,$197.95M,,Basic Industries,Major Chemicals
199,ARLO,"Arlo Technologies, Inc.",4.05,$306.62M,2018,Consumer Non-Durables,Consumer Electronics/Appliances
1942,NDP,"Tortoise Energy Independence Fund, Inc.",4.04,$59.66M,2012,,
1322,HBM,Hudbay Minerals Inc.,4.01,$1.05B,,Basic Industries,Precious Metals
2726,TCS,Container Store (The),4,$196.93M,2013,Consumer Services,Home Furnishings
3091,XIN,Xinyuan Real Estate Co Ltd,4,$239.61M,2007,Basic Industries,Homebuilding
2472,RYAM,Rayonier Advanced Materials Inc.,3.98,$251.58M,2014,Basic Industries,Major Chemicals
2050,NSCO,"Nesco Holdings, Inc.",3.98,$195.15M,2017,Technology,Diversified Commercial Services
2178,PBT,Permian Basin Royalty Trust,3.95,$184.1M,,Energy,Oil & Gas Production
571,CHS,"Chico&#39;s FAS, Inc.",3.94,$467.36M,,Consumer Services,Clothing/Shoe/Accessory Stores
2793,TNP,Tsakos Energy Navigation Ltd,3.93,$352.18M,2002,Transportation,Marine Transportation
844,DPLO,"Diplomat Pharmacy, Inc.",3.92,$297.91M,2014,Health Care,Medical/Nursing Services
681,CPG,Crescent Point Energy Corporation,3.91,$2.14B,,Energy,Oil & Gas Production
2456,RRD,R.R. Donnelley & Sons Company,3.87,$274.38M,,Miscellaneous,Publishing
2354,QEP,"QEP Resources, Inc.",3.82,$908.36M,,Energy,Oil & Gas Production
759,CX,Cemex S.A.B. de C.V.,3.81,$5.67B,,Capital Goods,Building Materials
1804,MIN,MFS Intermediate Income Trust,3.79,$443.07M,1988,,
1663,LEAF,Leaf Group Ltd.,3.77,$98.76M,,Technology,EDP Services
853,DS,Drive Shack Inc.,3.76,$252.13M,,Consumer Services,Restaurants
3035,WIT,Wipro Limited,3.76,$21.39B,,Technology,EDP Services
857,DSE,Duff & Phelps Select MLP and Midstream Energy Fund,3.75,$98.28M,2014,,
234,AUY,Yamana Gold Inc.,3.69,$3.51B,,Basic Industries,Precious Metals
1717,LXU,Lsb Industries Inc.,3.69,$106.21M,,Basic Industries,Major Chemicals
1828,MNK,Mallinckrodt plc,3.65,$306.94M,2013,Health Care,Major Pharmaceuticals
159,ANH,Anworth Mortgage Asset  Corporation,3.63,$358.81M,,Consumer Services,Real Estate Investment Trusts
2972,VNTR,Venator Materials PLC,3.6,$383.63M,2017,Basic Industries,Major Chemicals
2020,NOK,Nokia Corporation,3.59,$20.12B,1994,Technology,Radio And Television Broadcasting And Communications Equipment
1719,LYG,Lloyds Banking Group Plc,3.57,$62.51B,,Finance,Commercial Banks
3054,WPG,Washington Prime Group Inc.,3.57,$666.16M,2014,Consumer Services,Real Estate Investment Trusts
1137,FSM,Fortuna Silver Mines Inc.,3.55,$569.04M,,Basic Industries,Precious Metals
2855,TWI,"Titan International, Inc.",3.53,$212.82M,,Basic Industries,Steel/Iron Ore
2584,SMLP,"Summit Midstream Partners, LP",3.51,$328.06M,2012,Public Utilities,Natural Gas Distribution
620,CMCM,Cheetah Mobile Inc.,3.43,$477.82M,2014,Technology,Computer Software: Prepackaged Software
1425,HZN,Horizon Global Corporation,3.42,$86.82M,2015,Capital Goods,Auto Parts:O.E.M.
2556,SID,National Steel Company,3.4,$4.69B,,Capital Goods,Steel/Iron Ore
1430,IAG,Iamgold Corporation,3.39,$1.59B,,Basic Industries,Precious Metals
2687,SUP,"Superior Industries International, Inc.",3.32,$83.43M,,Capital Goods,Auto Parts:O.E.M.
2155,PACD,Pacific Drilling S.A.,3.32,$249.02M,2018,Energy,Oil & Gas Production
112,AKS,AK Steel Holding Corporation,3.3,$1.04B,,Basic Industries,Steel/Iron Ore
810,DHX,"DHI Group, Inc.",3.3,$177.86M,2007,Miscellaneous,Business Services
2420,RLH,Red Lion Hotels Corporation,3.26,$81.98M,,Consumer Services,Hotels/Resorts
1652,LAIX,LAIX Inc.,3.25,$155.84M,2018,Consumer Services,Other Consumer Services
580,CIG,Comp En De Mn Cemig ADS,3.25,$4.74B,,Public Utilities,Electric Utilities: Central
1325,HCFT,"Hunt Companies Finance Trust, Inc.",3.25,$76.98M,2013,Consumer Services,Real Estate Investment Trusts
707,CSU,Capital Senior Living Corporation,3.24,$101.94M,1997,Health Care,Hospital/Nursing Management
766,CYH,"Community Health Systems, Inc.",3.2,$377.1M,2000,Health Care,Hospital/Nursing Management
862,DSX,Diana Shipping inc.,3.19,$299.65M,2005,Transportation,Marine Transportation
1371,HMY,Harmony Gold Mining Company Limited,3.18,$1.7B,,Basic Industries,Precious Metals
1775,MFG,"Mizuho Financial Group, Inc.",3.15,$39.94B,,Finance,Major Banks
1649,LAC,Lithium Americas Corp.,3.13,$279.38M,,Basic Industries,Precious Metals
1551,JMP,JMP Group LLC,3.12,$60.36M,2007,Finance,Investment Bankers/Brokers/Service
1354,HIL,"Hill International, Inc.",3.12,$175.22M,2018,Consumer Services,Military/Government/Technical
1360,HL,Hecla Mining Company,3.09,$1.53B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
77,AHC,A.H. Belo Corporation,3.08,$66.11M,,Consumer Services,Newspapers/Magazines
2688,SUPV,Grupo Supervielle S.A.,3.06,$279.51M,2016,Finance,Commercial Banks
804,DHF,BNY Mellon High Yield Strategies Fund,3.06,$222.49M,1998,,
995,EROS,Eros International PLC,3.03,$333.73M,2013,Consumer Services,Movies/Entertainment
1623,KODK,Eastman Kodak Company,3.01,$130.1M,,Miscellaneous,Industrial Machinery/Components
450,BW,Babcock,2.98,$138.09M,2015,Capital Goods,Building Products
167,AP,Ampco-Pittsburgh Corporation,2.98,$37.67M,,Capital Goods,Fluid Controls
3012,WEI,Weidai Ltd.,2.9673,$209.04M,2018,Finance,Finance: Consumer Services
1755,MDLY,Medley Management Inc.,2.965,$95.74M,2014,Finance,Investment Managers
536,CEL,"Cellcom Israel, Ltd.",2.96,$434.52M,2007,Public Utilities,Telecommunications Equipment
2630,SQNS,Sequans Communications S.A.,2.91,$69.23M,2011,Technology,Semiconductors
1348,HHS,"Harte-Hanks, Inc.",2.89,$18.21M,1993,Technology,Advertising
579,CIF,Colonial Intermediate High Income Fund,2.854,$56.02M,,,
2873,UAN,"CVR Partners, LP",2.84,$321.72M,2011,Basic Industries,Agricultural Chemicals
2104,OAS,Oasis Petroleum Inc.,2.84,$912.52M,2010,Energy,Oil & Gas Production
1701,LPI,"Laredo Petroleum, Inc.",2.82,$668.72M,2011,Energy,Oil & Gas Production
2355,QES,Quintana Energy Services Inc.,2.81,$94M,2018,Energy,Oilfield Services/Equipment
553,CGA,"China Green Agriculture, Inc.",2.77,$16.54M,,Basic Industries,Agricultural Chemicals
2891,UMC,United Microelectronics Corporation,2.74,$6.42B,,Technology,Semiconductors
1246,GNC,"GNC Holdings, Inc.",2.72,$230.02M,2011,Consumer Non-Durables,Food Chains
185,AR,Antero Resources Corporation,2.68,$797.7M,2013,Energy,Oil & Gas Production
305,BBW,"Build-A-Bear Workshop, Inc.",2.68,$40.79M,2004,Consumer Services,Recreational Products/Toys
230,ATTO,Atento S.A.,2.67,$201.33M,2014,Public Utilities,Telecommunications Equipment
400,BMY~,Bristol-Myers Squibb Company,2.65,,,,
83,AHT,Ashford Hospitality Trust Inc,2.65,$270.59M,2003,Consumer Services,Real Estate Investment Trusts
518,CCM,Concord Medical Services Holdings Limited,2.6365,$114.41M,2009,Health Care,Medical/Nursing Services
1931,NBR,Nabors Industries Ltd.,2.62,$952.15M,,Energy,Oil & Gas Production
529,CDR,"Cedar Realty Trust, Inc.",2.62,$233.23M,,Consumer Services,Real Estate Investment Trusts
1025,EVC,Entravision Communications Corporation,2.6,$219.83M,2000,Consumer Services,Broadcasting
2667,STG,Sunlands Technology Group,2.58,$439.66M,2018,Consumer Services,Other Consumer Services
967,ENZ,"Enzo Biochem, Inc.",2.58,$126.23M,,Health Care,Medical Specialities
19,ACB,Aurora Cannabis Inc.,2.54,$2.77B,2018,Consumer Durables,Specialty Chemicals
519,CCO,"Clear Channel Outdoor Holdings, Inc.",2.52,$1.36B,2005,Consumer Services,Advertising
1982,NIO,NIO Inc.,2.48,$2.61B,2018,Capital Goods,Auto Manufacturing
1483,IPI,"Intrepid Potash, Inc",2.41,$318.05M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
219,AT,Atlantic Power Corporation,2.4,$262.3M,,Energy,Electric Utilities: Central
2568,SJT,San Juan Basin Royalty Trust,2.36,$110M,,Energy,Oil & Gas Production
1326,HCHC,"HC2 Holdings, Inc.",2.34,$107.49M,,Capital Goods,Metal Fabrications
1085,FINV,FinVolution Group,2.32,$689.86M,2017,Finance,Finance: Consumer Services
1276,GRAM,Grana y Montero S.A.A.,2.2,$383.64M,2018,Basic Industries,Military/Government/Technical
1038,EXK,Endeavour Silver Corporation,2.19,$306.4M,,Basic Industries,Precious Metals
2957,VJET,voxeljet AG,2.19,$52.95M,2013,Capital Goods,Industrial Machinery/Components
1340,HEXO,HEXO Corp.,2.17,$557.98M,,Consumer Durables,Specialty Chemicals
1739,MCC,Medley Capital Corporation,2.15,$117.12M,2011,,
1710,LUB,"Luby&#39;s, Inc.",2.15,$64.59M,,Consumer Services,Restaurants
2694,SWN,Southwestern Energy Company,2.14,$1.16B,,Energy,Oil & Gas Production
1838,MOGU,MOGU Inc.,2.11,$225.73M,2018,Miscellaneous,Business Services
570,CHRA,"Charah Solutions, Inc.",2.08,$61.62M,2018,Basic Industries,Environmental Services
2541,SFUN,Fang Holdings Limited,2.07,$185.76M,2010,Technology,EDP Services
1067,FENG,Phoenix New Media Limited,2.07,$150.68M,2011,Consumer Services,Broadcasting
